f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,e6dea52e-278a-4889-8de3-0bf947db3d39,http://pluck2.abc.net.au/ver1.0/../static/images/store/5/15/05249ad7-1c84-455f-9f54-81dacc8a3a69.Full.jpg,In the garden!,Jimz11,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy2b885287-2d8e-48db-bbc7-29e91ce26510uuu uuuDependentyyyIDyyy21uuu uuuMemberyyyIDyyy11uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAnyauuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,2ff4db0e-1c83-467a-8362-a8b68b1abb8f,http://pluck2.abc.net.au/ver1.0/../static/images/store/8/1/38ab369c-ef25-4f95-a17d-e4a1827a84ee.Full.jpg,Magic apple tree,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy296b063f-f224-4567-94a2-0e80ac0479cduuu uuuDependentyyyIDyyy26uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyySofiauuu,Can't wait to eat those yummy apples
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,c737c62d-70aa-4fc8-99a7-b51e647105bf,http://pluck2.abc.net.au/ver1.0/../static/images/store/8/12/78070f25-1833-4010-9c0e-6c484b7c26de.Full.jpg,Tree girls,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy1edfdab9-66e0-415f-87d6-87db28586dfeuuu uuuDependentyyyIDyyy25uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAliceuuu,Hanging out in our favourite tree
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,4594b8be-2a02-4af3-9b5e-a6dd783b79d7,http://pluck2.abc.net.au/ver1.0/../static/images/store/2/10/4214522a-5f2f-44b2-badd-76cc0a7ce44b.Full.jpg,Garden hair,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy0336811f-0efe-43b4-8670-74c2f1bbe807uuu uuuDependentyyyIDyyy25uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAliceuuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,286ea30c-c9d3-4f6a-aba4-eecdb1481db7,http://pluck2.abc.net.au/ver1.0/../static/images/store/14/10/8edba6a2-6efa-4acc-ba7d-7abd217a26de.Full.jpg,Scrapboy and me,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy48f574a3-c79a-46a8-8980-568562da41b7uuu uuuDependentyyyIDyyy25uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAliceuuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,ecb3eb63-b715-4c61-a252-3306d2d7d051,http://pluck2.abc.net.au/ver1.0/../static/images/store/13/6/7d7e613b-a641-4976-860a-4e7b6dbccc8b.Full.jpg,Ben in the Garden,chrish,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy26f476b1-b261-450a-a5a5-cfe850c1f819uuu uuuDependentyyyIDyyy50uuu uuuMemberyyyIDyyy29uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyBenuuu,Ben in the Garden
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,5715dbfc-c946-4da0-84bd-908a3be9d181,http://pluck2.abc.net.au/ver1.0/../static/images/store/14/15/7e45eebd-d737-4272-8f2f-5c78757c1882.Full.jpg,"Anya, Mango and dirtgirl!",Jimz11,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy17757733-c421-410e-928f-2543681dc77duuu uuuDependentyyyIDyyy21uuu uuuMemberyyyIDyyy11uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAnyauuu,"Anya, Mango and dirtgirl having a spot of lunch in the garden."
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,4f0ca990-edcc-4a47-8657-668e475b2a90,http://pluck2.abc.net.au/ver1.0/../static/images/store/2/9/e22d44bb-f70a-45ea-9968-0aa092351a7b.Full.jpg,master,woodybuzz,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyeda179f7-5b64-401f-9708-8643d140584cuuu uuuDependentyyyIDyyy120uuu uuuMemberyyyIDyyy73uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyjayguuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,574a7b1f-3d69-4f1c-a4d2-838acf593ea0,http://pluck2.abc.net.au/ver1.0/../static/images/store/2/14/720fa713-4470-4a3c-be64-7afc12bb6213.Full.jpg,taking a break,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy8fc650dd-58bc-45f6-957e-719062274c1fuuu uuuDependentyyyIDyyy25uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAliceuuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,03d7d53b-cbc3-4104-90fd-6f1f6c7e17c0,http://pluck2.abc.net.au/ver1.0/../static/images/store/11/10/2b8bdbf7-f4dc-46a8-bad9-6432d4bdc046.Full.jpg,fairy tree,bananabenda,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy65d217e6-1954-4ef0-8d9f-ef4568980d9fuuu uuuDependentyyyIDyyy25uuu uuuMemberyyyIDyyy14uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyAliceuuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,c2ef7f65-6b94-43c6-be96-e12e868d08bd,http://pluck2.abc.net.au/ver1.0/../static/images/store/11/13/8b8c0240-2e10-4066-9db6-a1d614b9be14.Full.jpg,Maggie and Jude,nigeld,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyca61d77d-6d9b-45ef-8e2c-0674688496a2uuu uuuDependentyyyIDyyy171uuu uuuMemberyyyIDyyy16uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyMaggieuuu,
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,32efd958-5f0e-4519-b8a8-e941165b2016,http://pluck2.abc.net.au/ver1.0/../static/images/store/14/3/9e3938ff-8f0e-4581-b377-0859de3a523a.Full.jpg,my plant,mon24,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyycbfcdd5a-973a-4e4a-bbd1-10f18d6d7865uuu uuuDependentyyyIDyyy241uuu uuuMemberyyyIDyyy147uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyYour%20First%20Childuuu,IIIIIIII LLLLLLLLLLOOOOOOOOOOVVVVVVVVVEEEEEEEEEE plants
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,862244e9-40de-43a6-8d60-fb7b662dec37,http://pluck2.abc.net.au/ver1.0/../static/images/store/1/7/817b5be3-fa2f-4ea4-b783-37a7176cc35a.Full.jpg,gardening,minnow5,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy0a1b1098-e474-4f85-8375-f4d4f6fba361uuu uuuDependentyyyIDyyy319uuu uuuMemberyyyIDyyy195uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyYour%20First%20Childuuu,green thumbs
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,f87677cf-b5cf-4f65-83a5-aa6b2cc4ea98,http://pluck2.abc.net.au/ver1.0/../static/images/store/4/2/f41ec4e3-1432-47f7-825f-3979fb5040dd.Full.jpg,Our Vegi Garden,lewisw2010,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy8735526d-7eb1-4b38-8452-d4ffbbc8d5d7uuu uuuDependentyyyIDyyy391uuu uuuMemberyyyIDyyy241uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyLEWISuuu,"me and my mum planted Red and Green Capcicum, Beetroot, Broccoli and Chilli. We now have some herbs Basil and Chives.:)                                                      "
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,03aee86f-b6b7-4c30-83db-7ac3222a9c08,http://pluck2.abc.net.au/ver1.0/../static/images/store/5/10/e5521784-eee2-4821-8a0e-3abaf3de08f7.Full.jpg,Finding worms,keyma06,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy1aeb421b-f129-4918-938e-7209ae1736e3uuu uuuDependentyyyIDyyy426uuu uuuMemberyyyIDyyy263uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyYour%20First%20Childuuu,Jessica finding worms in the vegie patch.
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,75dc405b-e3e7-4adb-a0e9-1a8a32c315d5,http://pluck2.abc.net.au/ver1.0/../static/images/store/8/7/d882d250-58e4-4e19-b72d-5fdfc03700e2.Full.jpg,Teagan,joannelow,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy727dd050-537b-4e67-a12a-01de1b95cf0auuu uuuDependentyyyIDyyy511uuu uuuMemberyyyIDyyy317uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyTeagieuuu,Blowing bubbles is fun!!
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,98f5a6b2-82bb-4ae7-8d0d-794662cc81b5,http://pluck2.abc.net.au/ver1.0/../static/images/store/0/7/401ce4cd-9d6e-44aa-a7f4-50339ba378d8.Full.jpg,Me and my dad in the garden,hang116811,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyybb6dc457-4a6e-40f3-979f-abef8c8b9fa0uuu uuuDependentyyyIDyyy502uuu uuuMemberyyyIDyyy312uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyHanguuu,It was grat.
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,24b113a1-8a38-4d1c-a84a-042b31855a4f,http://pluck2.abc.net.au/ver1.0/../static/images/store/2/10/625e8399-509a-4f78-8a78-5070a069b9e5.Full.jpg,my flowers,hang116811,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyeb6a3945-bb7e-40dc-9cf5-9f11402ae0a2uuu uuuDependentyyyIDyyy502uuu uuuMemberyyyIDyyy312uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyHanguuu,"It so petty, and nice too."
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,bde6854c-141c-4415-ac87-c96fc217a73c,http://pluck2.abc.net.au/ver1.0/../static/images/store/12/9/0c2c9f1a-e21e-4749-9957-c656c59d728f.Full.jpg,Our Vegi Garden,hang116811,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyf4862d83-c40e-4379-bb1a-92bb86d7c839uuu uuuDependentyyyIDyyy502uuu uuuMemberyyyIDyyy312uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyHanguuu,Fantastic!
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,cdcb0d71-13f5-4c28-9ce6-34718c4794a1,http://pluck2.abc.net.au/ver1.0/../static/images/store/9/12/b94df98f-c3d6-499b-bc0e-b125c676fc7b.Full.jpg,Hang plants,hang116811,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy795a8673-33e7-4cab-bf31-0178a492b1c9uuu uuuDependentyyyIDyyy502uuu uuuMemberyyyIDyyy312uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyHanguuu,It is wonderful.
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,c51e05df-de15-4461-8c9f-2ffeb8cb34b0,http://pluck2.abc.net.au/ver1.0/../static/images/store/12/4/ece94cc8-cb59-4eb7-846b-9e6237931d9c.Full.jpg,Hayley's Fairy Garden,hayley456,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy6b3a6b31-261a-40a0-9614-e993890be785uuu uuuDependentyyyIDyyy553uuu uuuMemberyyyIDyyy344uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyYour%20First%20Childuuu,Hayley works had in her garden
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,93270d33-6359-4611-a548-f3e4a6a2dc65,http://pluck2.abc.net.au/ver1.0/../static/images/store/4/7/34d34a9f-8fe7-4b09-b70a-f86b50b1054a.Full.jpg,Bonsais with Dad,mlkerr,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyya36ed291-c847-4af9-bd17-709c10ab3892uuu uuuDependentyyyIDyyy567uuu uuuMemberyyyIDyyy352uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyMiauuu,Bonsai Gardening
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,807c0401-65e4-41e2-ae23-ecb7df6aa70a,http://pluck2.abc.net.au/ver1.0/../static/images/store/11/8/eb8364f1-5b1c-4280-b8b6-aa4eb0933d64.Full.jpg,Butterfly Tree,chanu,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyy46d640b0-18d4-44ee-8502-d6c488a25decuuu uuuDependentyyyIDyyy585uuu uuuMemberyyyIDyyy366uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyYour%20First%20Childuuu,The most beautiful tree in our backyard
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,c8b8ff4f-7df9-4476-8933-b349febd2b33,http://pluck2.abc.net.au/ver1.0/../static/images/store/15/0/bfe409db-34ae-4e42-b0bd-927622c962ce.Full.jpg,Róisín in the garden,loverosykitty,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyab0dcb9c-9fb6-44be-989c-a1c817895e9buuu uuuDependentyyyIDyyy612uuu uuuMemberyyyIDyyy383uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyR%C3%B3is%C3%ADnuuu,"This is Róisín, watering our roma tomato plants on our balcony. One of them has flowers already!"
f82927b2-b0bd-42df-8dcd-58a95affe047,ABC KIDS Shows Gallery,b1adeb59-bb2f-4a32-8677-a059971512f7,http://pluck2.abc.net.au/ver1.0/../static/images/store/15/9/cf1f3f6f-76cb-43e1-b952-b4abb3a08fd5.Full.jpg,Caitlin's Grasshead,caitlino,uuuShowyyyIDyyyDIRTGIRLWORLDuuu uuuPrevPhotoKeyyyyeabfcda5-b646-4166-9b60-e13e84fa232auuu uuuDependentyyyIDyyy648uuu uuuMemberyyyIDyyy405uuu uuuMAFKyyyShowyyyGalleryuuu uuuDependentyyyNameyyyCaitlinuuu,Caitlin's Grasshead
